COLEGIO;MES;MES_GASTO;ORIGEN;CODIGO;ESTABLECIMIENTO;RBD;SUBVENCION;CODIGO_CUENTA;TIPO_DOCUMENTO;NUMERO_FACTURA;FECHA_DOCUMENTO;FECHA_PAGO;DESCRIPCION_GASTO;RUT_PROVEEDOR;NOMBRE_PROVEEDOR;MONTO_GASTO;MONTO_DOCUMENTO;MONTO_TOTAL;DOCUMENTO_ORIGINAL;CLAVE_CRUCE
PULLINQUE;6.0;4.0;CONTROL_MANUAL;;MEDIA;16844.0;GENERAL;;FACEL;216152.0;2025-04-29;2025-06-19;COMBUSTIBLE VEHICULO;76693438-2;COMERCIAL Y SERVICIOS G Y G LTDA;66001.0;66001.0;66001.0;SI;76693438-2|216152|66001.0
PULLINQUE;5.0;4.0;CONTROL_MANUAL;40205.0;MEDIA;16844.0;PIE;;FACEL;28697.0;2025-04-29;2025-05-29;INSUMOS DIDACTICOS PIE;5556734-4;LUIS RENATO CIFUENTES CISTERNA;18850.0;18850.0;18850.0;SI;5556734-4|28697|18850.0
PULLINQUE;5.0;4.0;CONTROL_MANUAL;30202.0;MEDIA;16844.0;SEP;;FACEL;6211.0;2025-04-29;2025-05-19;ALIMENTACION SEP;76067254-8;COMERCIAL FOUAD MALKI EIRL;37401.0;37401.0;37401.0;SI;76067254-8|6211|37401.0
PULLINQUE;4.0;4.0;CONTROL_MANUAL;20206.0;MEDIA;16844.0;SEP;;FACEL;80.0;2025-04-30;2025-04-30;CAJAS - INCENTIVOS ESTUDIANTES;78005944-3;CHOCO HOUSE SPA;450000.0;450000.0;450000.0;SI;78005944-3|80|450000.0
PULLINQUE;4.0;4.0;CONTROL_MANUAL;;MEDIA;16844.0;MATRIZ;;FACEL;15.0;2025-04-30;2025-04-30;SALDO 50% SALA DE COMPUTACION PROGRAMACION;78097754-K;JCP CONSTRUCCIONES Y COMERCIALIZADORA SPA.;8420440.0;8420440.0;8420440.0;SI;78097754-K|15|8420440.0
PULLINQUE;5.0;5.0;CONTROL_MANUAL;40203.0;MEDIA;16844.0;SEP;;FACEL;30148.0;2025-05-01;2025-05-29;ASESORIA EDUFACIL;96928810-9;COLEGIUM SPA;558090.0;558090.0;558090.0;SI;96928810-9|30148|558090.0
PULLINQUE;1.0;5.0;CONTROL_MANUAL;;MEDIA;16844.0;GENERAL;;FACEL;13931143.0;2025-05-01;;GAS GRANEL;91806000-6;ABASTECEDORA DE COMBUSTIBLE S.A.;1299942.0;1299942.0;1299942.0;SI;91806000-6|13931143|1299942.0
PULLINQUE;5.0;5.0;CONTROL_MANUAL;10501.0;MEDIA;16844.0;PIE;;FACEL;1868.0;2025-05-02;2025-05-29;TABULATEST;76529687-0;INTEGRITIC SPA;652516.0;652516.0;652516.0;SI;76529687-0|1868|652516.0
PULLINQUE;5.0;5.0;CONTROL_MANUAL;40206.0;MEDIA;16844.0;SEP;;FACEL;2480015.0;2025-05-04;2025-05-29;BANDA ANCHA;93737000-8;GTD MANQUEHUE S.A.;1534931.0;1534931.0;1534931.0;SI;93737000-8|2480015|1534931.0
PULLINQUE;5.0;5.0;CONTROL_MANUAL;;MEDIA;16844.0;GENERAL;;FACEL;9447101.0;2025-05-04;2025-05-15;ELECTRICIDAD;76073162-5;SAESA;3047600.0;3047600.0;3047600.0;SI;76073162-5|9447101|3047600.0
PULLINQUE;1.0;5.0;CONTROL_MANUAL;;MEDIA;16844.0;GENERAL;;FACEL;96559309.0;2025-05-05;;NUGGETS DE POLLO, PULPA DE CERDO, CARNE MOLIDA ETC.;79984240-8;AGROSUPER  COMERCIAL LTDA;1519407.0;1519407.0;1519407.0;SI;79984240-8|96559309|1519407.0
PULLINQUE;6.0;5.0;CONTROL_MANUAL;;MEDIA;16844.0;INTERNADO;;FACEL;829.0;2025-05-05;2025-06-19;RECARGA GAS DE 45 KG;8178409-4;ERWIN MANUEL SOTO FICA;220000.0;220000.0;220000.0;SI;8178409-4|829|220000.0
PULLINQUE;5.0;5.0;CONTROL_MANUAL;;MEDIA;16844.0;GENERAL;;FACEL;418.0;2025-05-05;2025-05-29;UTILES DE ASEO LICEO;77261393-8;BNH INDUSTRIAL SUPPLIES SPA;277508.0;277508.0;277508.0;SI;77261393-8|418|277508.0
PULLINQUE;5.0;5.0;CONTROL_MANUAL;;MEDIA;16844.0;GENERAL;;FACEL;419.0;2025-05-05;2025-05-29;UTILES ASEO LICEO;77261393-8;BNH INDUSTRIAL SUPPLIES SPA;225803.0;225803.0;225803.0;SI;77261393-8|419|225803.0
PULLINQUE;5.0;5.0;CONTROL_MANUAL;;MEDIA;16844.0;GENERAL;;FACEL;420.0;2025-05-05;2025-05-29;UTILES ASEO LICEO;77261393-8;BNH INDUSTRIAL SUPPLIES SPA;1636.0;1636.0;1636.0;SI;77261393-8|420|1636.0
PULLINQUE;5.0;5.0;CONTROL_MANUAL;;MEDIA;16844.0;GENERAL;;FACEL;421.0;2025-05-05;2025-05-29;JABON EN BARRA, ESPONJA, LAVALOZA, PAÑO.;77261393-8;BNH INDUSTRIAL SUPPLIES SPA;60036.0;60036.0;60036.0;SI;77261393-8|421|60036.0
PULLINQUE;6.0;5.0;CONTROL_MANUAL;;MEDIA;16844.0;GENERAL;;FACEL;126910.0;2025-05-05;2025-06-19;FIRMA DIGITAL MES DE MAYO;76584218-2;TALANA LINQ SPA;94911.0;94911.0;94911.0;SI;76584218-2|126910|94911.0
PULLINQUE;1.0;5.0;CONTROL_MANUAL;;MEDIA;16844.0;GENERAL;;FACEL;128274.0;2025-05-05;;FIRMA DIGITAL;76584218-2;TALANA LINQ SPA;71669.0;71669.0;71669.0;SI;76584218-2|128274|71669.0
PULLINQUE;6.0;5.0;CONTROL_MANUAL;;MEDIA;16844.0;GENERAL;;FACEL;128262.0;2025-05-05;2025-06-19;FIRMA DIGITAL;76584218-2;TALANA LINQ SPA;138219.0;138219.0;138219.0;SI;76584218-2|128262|138219.0
PULLINQUE;5.0;5.0;CONTROL_MANUAL;;MEDIA;16844.0;MANTENCION;;FACEL;16.0;2025-05-06;2025-05-12;VENTANA SALA FOTOCOPIADO;78097754-K;JCP CONSTRUCCIONES Y COMERCIALIZADORA SPA.;50000.0;50000.0;50000.0;SI;78097754-K|16|50000.0
PULLINQUE;1.0;5.0;CONTROL_MANUAL;;MEDIA;16844.0;GENERAL;;FACEL;1054301.0;2025-05-07;;CONCENTRADO DE TOMATES, LECHE ASADA, LECHE 12% ETC.;96733580-0;MACRO FOOD  S.A.;920876.0;920876.0;920876.0;SI;96733580-0|1054301|920876.0
PULLINQUE;5.0;5.0;CONTROL_MANUAL;;MEDIA;16844.0;MATRIZ;;FACEL;873650.0;2025-05-07;2025-05-07;CONTENEDOR MARITIMO;96500950-7;SITRANS SERVICIOS INTEGRADOS DE TRANSPORTES LIMITADA;3927000.0;3927000.0;3927000.0;SI;96500950-7|873650|3927000.0
PULLINQUE;5.0;5.0;CONTROL_MANUAL;30202.0;MEDIA;16844.0;SEP;;FACEL;3582.0;2025-05-07;2025-05-29;TIMBRE AUTOMATICO 33MM;76467512-6;PUBLICIDAD JOSE BENITO VARGAS VARAS EIRL;23800.0;23800.0;23800.0;SI;76467512-6|3582|23800.0
PULLINQUE;5.0;5.0;CONTROL_MANUAL;;MEDIA;16844.0;GENERAL;;FACEL;3356106.0;2025-05-08;2025-05-08;POLIZA SEGURO VEHICULOS;96508210-7;MAPFRE COMPAÑIA DE SEGUROS  GENERALES  DE CHILE  S.A.;487720.0;487720.0;487720.0;SI;96508210-7|3356106|487720.0
PULLINQUE;5.0;5.0;CONTROL_MANUAL;;MEDIA;16844.0;GENERAL;;FACEL;3356104.0;2025-05-08;2025-05-08;POLIZA SEGURO INCENDIO;96508210-7;MAPFRE COMPAÑIA DE SEGUROS  GENERALES  DE CHILE  S.A.;581527.0;581527.0;581527.0;SI;96508210-7|3356104|581527.0
PULLINQUE;7.0;5.0;CONTROL_MANUAL;40205.0;MEDIA;16844.0;PIE;;FACEL;1656725.0;2025-05-14;2025-07-04;MATERIALES DIDACTICOS;76041579-0;PROVEEEDORES INTEGRALES DEL SUR  LIMITADA;37020.0;37020.0;37020.0;SI;76041579-0|1656725|37020.0
PULLINQUE;7.0;5.0;CONTROL_MANUAL;;MEDIA;16844.0;INTERNADO;;FACEL;9073.0;2025-05-13;2025-07-04;DIA ACTIVIDAD FISICA;76546408-0;COMERCIALIZACION AGRICOLA ALEX ALFONSO SEPULVEDA VILLOUTA SPA;8199.0;8199.0;8199.0;SI;76546408-0|9073|8199.0
PULLINQUE;7.0;5.0;CONTROL_MANUAL;;MEDIA;16844.0;GENERAL;;FACEL;217476.0;2025-05-13;2025-07-04;COMBUSTIBLE VEHICULOS;76693438-2;COMERCIAL Y SERVICIOS G Y G LTDA;58004.0;58004.0;58004.0;SI;76693438-2|217476|58004.0
PULLINQUE;7.0;5.0;CONTROL_MANUAL;;MEDIA;16844.0;GENERAL;;FACEL;2851.0;2025-05-15;2025-07-04;LIMPIEZA FOSAS SEPTICAS;76188528-6;GONZALO GUARDA OVALLE E HIJOS LTDA;357000.0;357000.0;357000.0;SI;76188528-6|2851|357000.0
PULLINQUE;5.0;5.0;CONTROL_MANUAL;;MEDIA;16844.0;GENERAL;;FACEL;444.0;2025-05-15;2025-05-29;EPP FUNCIONARIOS PULLINQUE;77261393-8;BNH INDUSTRIAL SUPPLIES SPA;156366.0;156366.0;156366.0;SI;77261393-8|444|156366.0
PULLINQUE;5.0;5.0;CONTROL_MANUAL;;MEDIA;16844.0;GENERAL;;FACEL;445.0;2025-05-15;2025-05-29;EPP FUNCIONARIOS PULLINQUE;77261393-8;BNH INDUSTRIAL SUPPLIES SPA;275057.0;275057.0;275057.0;SI;77261393-8|445|275057.0
PULLINQUE;5.0;5.0;CONTROL_MANUAL;;MEDIA;16844.0;GENERAL;;FACEL;446.0;2025-05-15;2025-05-29;EPP FUNCIONARIOS PULLINQUE;77261393-8;BNH INDUSTRIAL SUPPLIES SPA;52286.0;52286.0;52286.0;SI;77261393-8|446|52286.0
PULLINQUE;5.0;5.0;CONTROL_MANUAL;;MEDIA;16844.0;GENERAL;;FACEL;447.0;2025-05-15;2025-05-29;EPP FUNCIONARIOS PULLINQUE;77261393-8;BNH INDUSTRIAL SUPPLIES SPA;171598.0;171598.0;171598.0;SI;77261393-8|447|171598.0
PULLINQUE;5.0;5.0;CONTROL_MANUAL;;MEDIA;16844.0;GENERAL;;FACEL;448.0;2025-05-15;2025-05-29;EPP FUNCIONARIOS PULLINQUE;77261393-8;BNH INDUSTRIAL SUPPLIES SPA;64260.0;64260.0;64260.0;SI;77261393-8|448|64260.0
PULLINQUE;6.0;5.0;CONTROL_MANUAL;;MEDIA;16844.0;INTERNADO;;FACEL;1078.0;2025-05-01;2025-06-19;ALIMENTACION INTERNADO;20315459-3;BRUNO ESTEBAN OLIVA MUÑOZ;82127.0;82127.0;82127.0;SI;20315459-3|1078|82127.0
PULLINQUE;6.0;5.0;CONTROL_MANUAL;;MEDIA;16844.0;INTERNADO;;FACEL;1077.0;2025-05-01;2025-06-19;ALIMENTACION INTERNADO;20315459-3;BRUNO ESTEBAN OLIVA MUÑOZ;571420.0;571420.0;571420.0;SI;20315459-3|1077|571420.0
PULLINQUE;6.0;5.0;CONTROL_MANUAL;30202.0;MEDIA;16844.0;SEP;;FACEL;2766.0;2025-05-15;2025-06-19;ALIMENTOS SALIDA PEDAGOGICA;16214411-1;VICTOR DANIEL CASTRO SANDOVAL;17600.0;17600.0;17600.0;SI;16214411-1|2766|17600.0
PULLINQUE;6.0;5.0;CONTROL_MANUAL;20101.0;MEDIA;16844.0;SEP;;FACEL;2765.0;2025-05-15;2025-06-19;DIA DE LENGUAJE Y MATEMATICAS - PREMIACION ALUMNO DESTACADO;16214411-1;VICTOR DANIEL CASTRO SANDOVAL;57600.0;57600.0;57600.0;SI;16214411-1|2765|57600.0
PULLINQUE;5.0;5.0;CONTROL_MANUAL;30202.0;MEDIA;16844.0;SEP;;FACEL;901.0;2025-05-15;2025-05-15;INSTRUMENTOS MUSICALES;76243416-4;INSTRUMENTOS MUSICALES MADELON LTDA;559301.0;559301.0;559301.0;SI;76243416-4|901|559301.0
PULLINQUE;7.0;5.0;CONTROL_MANUAL;;MEDIA;16844.0;GENERAL;;FACEL;217604.0;2025-05-15;2025-07-04;COMBUSTIBLE VEHICULOS;76693438-2;COMERCIAL Y SERVICIOS G Y G LTDA;47000.0;47000.0;47000.0;SI;76693438-2|217604|47000.0
PULLINQUE;7.0;5.0;CONTROL_MANUAL;40205.0;MEDIA;16844.0;PIE;;FACEL;1657266.0;2025-05-15;2025-07-04;MATERIALES DIDACTICOS;76041579-0;PROVEEEDORES INTEGRALES DEL SUR  LIMITADA;33772.0;33772.0;33772.0;SI;76041579-0|1657266|33772.0
PULLINQUE;5.0;5.0;CONTROL_MANUAL;;MEDIA;16844.0;INTERNADO;;FACEL;16546719.0;2025-05-15;2025-05-15;COLACIONES;78809560-0;DISTRIBUIDORA Y COMERCIAL DIMAK LIMITADA;697393.0;697393.0;697393.0;SI;78809560-0|16546719|697393.0
PULLINQUE;6.0;5.0;CONTROL_MANUAL;10102.0;MEDIA;16844.0;SEP;;FACEL;28793.0;2025-05-16;2025-06-19;MATERIAL PLANES FORMATIVOS;5556734-4;LUIS RENATO CIFUENTES CISTERNA;284880.0;284880.0;284880.0;SI;5556734-4|28793|284880.0
PULLINQUE;6.0;5.0;CONTROL_MANUAL;20101.0;MEDIA;16844.0;SEP;;FACEL;9092.0;2025-05-16;2025-06-19;DIA DE LENGUAJE Y MATEMATICAS - PREMIACION ALUMNO DESTACADO;76546408-0;COMERCIALIZACION AGRICOLA ALEX ALFONSO SEPULVEDA VILLOUTA SPA;9782.0;9782.0;9782.0;SI;76546408-0|9092|9782.0
PULLINQUE;7.0;5.0;CONTROL_MANUAL;;MEDIA;16844.0;INTERNADO;;FACEL;834.0;2025-05-20;2025-07-04;INSUMOS LAVANDERIA;76999464-5;SOC. COMERCIAL MOLINA BERROCAL LTDA;13470.0;13470.0;13470.0;SI;76999464-5|834|13470.0
PULLINQUE;1.0;5.0;CONTROL_MANUAL;;MEDIA;16844.0;INTERNADO;;FACEL;13931256.0;2025-05-08;;CARGA DE GAS;91806000-6;ABASTIBLE S.A.;2027200.0;2027200.0;2027200.0;SI;91806000-6|13931256|2027200.0
PULLINQUE;7.0;5.0;CONTROL_MANUAL;;MEDIA;16844.0;GENERAL;;FACEL;16047.0;2025-05-20;2025-07-04;DESRATIZACION EN DEPENDECIAS DEL ESTABLECIMIENTO;76021530-9;SOC. ANTIPLAGAS LTDA;178500.0;178500.0;178500.0;SI;76021530-9|16047|178500.0
PULLINQUE;1.0;5.0;CONTROL_MANUAL;;MEDIA;16844.0;GENERAL;;FACEL;458.0;2025-05-20;;ARTICULOS INFORMATICA;13267559-7;SOLEDAD GISELLE MUÑOZ JIMENEZ;47940.0;47940.0;47940.0;SI;13267559-7|458|47940.0
PULLINQUE;7.0;5.0;CONTROL_MANUAL;21001.0;MEDIA;16844.0;PIE;;FACEL;9101.0;2025-05-20;2025-07-04;REUNIONES Y CAPACITACIONES;76546408-0;COMERCIALIZACION AGRICOLA ALEX ALFONSO SEPULVEDA VILLOUTA SPA;6666.0;6666.0;6666.0;SI;76546408-0|9101|6666.0
PULLINQUE;1.0;5.0;CONTROL_MANUAL;;MEDIA;16844.0;INTERNADO;;FACEL;96566310.0;2025-05-19;;ALIMENTACION INTERNADO;79984240-8;AGROSUPER  COMERCIAL LTDA;1387334.0;1387334.0;1387334.0;SI;79984240-8|96566310|1387334.0
PULLINQUE;7.0;5.0;CONTROL_MANUAL;;MEDIA;16844.0;GENERAL;;FACEL;217964.0;2025-05-19;2025-07-04;COMBUSTIBLE VEHICULOS;76693438-2;COMERCIAL Y SERVICIOS G Y G LTDA;64702.0;64702.0;64702.0;SI;76693438-2|217964|64702.0
PULLINQUE;1.0;5.0;CONTROL_MANUAL;;MEDIA;16844.0;GENERAL;;FACEL;128274.0;2025-05-05;;FIRMA DIGITAL;76584218-2;TALANA LINQ SPA;71669.0;71669.0;71669.0;SI;76584218-2|128274|71669.0
PULLINQUE;1.0;5.0;CONTROL_MANUAL;;MEDIA;16844.0;GENERAL;;FACEL;128262.0;2025-05-05;;FIRMA DIGITAL;76584218-2;TALANA LINQ SPA;138219.0;138219.0;138219.0;SI;76584218-2|128262|138219.0
PULLINQUE;1.0;5.0;CONTROL_MANUAL;;MEDIA;16844.0;GENERAL;;FACEL;126910.0;2025-05-05;;FIRMA DIGITAL;76584218-2;TALANA LINQ SPA;94911.0;94911.0;94911.0;SI;76584218-2|126910|94911.0
PULLINQUE;1.0;5.0;CONTROL_MANUAL;;MEDIA;16844.0;GENERAL;;FACEL;2479856.0;2025-05-04;;FIBRA OPTICA;93737000-8;GTD MANQUEHUE S.A.;1950524.0;1950524.0;1950524.0;SI;93737000-8|2479856|1950524.0
PULLINQUE;5.0;4.0;CONTROL_MANUAL;;MEDIA;16844.0;INTERNADO;;FACEL;287.0;2025-04-17;2025-05-23;INSUMOS ECONOMATO;77973639-3;COMERCIALIZADORA ÑANCUL SPA;140455.0;140455.0;140455.0;SI;77973639-3|287|140455.0
PULLINQUE;5.0;4.0;CONTROL_MANUAL;;MEDIA;16844.0;INTERNADO;;FACEL;294.0;2025-04-25;2025-05-25;ALIMENTACION INTERNADO;77973639-3;COMERCIALIZADORA ÑANCUL SPA;294060.0;294060.0;294060.0;SI;77973639-3|294|294060.0
PULLINQUE;1.0;5.0;CONTROL_MANUAL;;MEDIA;16844.0;INTERNADO;;FACEL;96559309.0;2025-05-05;;ALIMENTACION INTERNADO;79984240-8;AGROSUPER  COMERCIAL LTDA;1524800.0;1524800.0;1524800.0;SI;79984240-8|96559309|1524800.0
PULLINQUE;6.0;5.0;CONTROL_MANUAL;;MEDIA;16844.0;INTERNADO;;FACEL;1054301.0;2025-05-07;2025-06-19;ALIMENTACION INTERNADO;96733580-0;MACRO FOOD  S.A.;940006.0;940006.0;940006.0;SI;96733580-0|1054301|940006.0
PULLINQUE;5.0;5.0;CONTROL_MANUAL;;MEDIA;16844.0;INTERNADO;;FACEL;5444303.0;2025-05-12;2025-05-12;ALIMENTACION INTERNADO;76232647-7;WALMART CHILE MAYORISTA LTDA;505860.0;505860.0;505860.0;SI;76232647-7|5444303|505860.0
PULLINQUE;6.0;5.0;CONTROL_MANUAL;;MEDIA;16844.0;GENERAL;;FACEL;217113.0;2025-05-09;2025-06-19;COMBUSTIBLE VEHICULOS;76693438-2;COMERCIAL Y SERVICIOS G Y G LTDA;309002.0;309002.0;309002.0;SI;76693438-2|217113|309002.0
PULLINQUE;7.0;5.0;CONTROL_MANUAL;;MEDIA;16844.0;GENERAL;;FACEL;217381.0;2025-05-12;2025-07-04;COMBUSTIBLE VEHICULOS;76693438-2;COMERCIAL Y SERVICIOS G Y G LTDA;46490.0;46490.0;46490.0;SI;76693438-2|217381|46490.0
PULLINQUE;7.0;5.0;CONTROL_MANUAL;;MEDIA;16844.0;GENERAL;;FACEL;217342.0;2025-05-12;2025-07-04;COMBUSTIBLE VEHICULOS;76693438-2;COMERCIAL Y SERVICIOS G Y G LTDA;137281.0;137281.0;137281.0;SI;76693438-2|217342|137281.0
PULLINQUE;6.0;5.0;CONTROL_MANUAL;10201.0;MEDIA;16844.0;SEP;;FACEL;587.0;2025-05-09;2025-06-19;MES DEL LIBRO;7907114-5;GERMAN JOEL ARANEDA FLORES;15000.0;15000.0;15000.0;SI;7907114-5|587|15000.0
PULLINQUE;6.0;5.0;CONTROL_MANUAL;20101.0;MEDIA;16844.0;SEP;;FACEL;586.0;2025-05-09;2025-06-19;PREMIACION SI VENGO APRENDO;7907114-5;GERMAN JOEL ARANEDA FLORES;153001.0;153001.0;153001.0;SI;7907114-5|586|153001.0
PULLINQUE;7.0;5.0;CONTROL_MANUAL;40205.0;MEDIA;16844.0;PIE;;FACEL;585.0;2025-05-09;2025-07-04;DIA INTERNACIONAL DEL LIBRO;7907114-5;GERMAN JOEL ARANEDA FLORES;73600.0;73600.0;73600.0;SI;7907114-5|585|73600.0
PULLINQUE;6.0;5.0;CONTROL_MANUAL;10102.0;MEDIA;16844.0;SEP;;FACEL;28752.0;2025-05-09;2025-06-19;INSUMOS MULTICOPIADO;5556734-4;LUIS RENATO CIFUENTES CISTERNA;39500.0;39500.0;39500.0;SI;5556734-4|28752|39500.0
PULLINQUE;7.0;5.0;CONTROL_MANUAL;40205.0;MEDIA;16844.0;PIE;;FACEL;28751.0;2025-05-09;2025-07-04;MATERIALES DIDACTICOS;5556734-4;LUIS RENATO CIFUENTES CISTERNA;28680.0;28680.0;28680.0;SI;5556734-4|28751|28680.0
PULLINQUE;7.0;5.0;CONTROL_MANUAL;40205.0;MEDIA;16844.0;PIE;;FACEL;28750.0;2025-05-09;2025-07-04;MATERIALES DIDACTICOS;5556734-4;LUIS RENATO CIFUENTES CISTERNA;26700.0;26700.0;26700.0;SI;5556734-4|28750|26700.0
PULLINQUE;6.0;5.0;CONTROL_MANUAL;;MEDIA;16844.0;INTERNADO;;FACEL;1276.0;2025-05-08;2025-06-19;PAN ECONOMATO;13849465-9;TAMARA ANDREA CIFUENTES  IGOR;422834.0;422834.0;422834.0;SI;13849465-9|1276|422834.0
PULLINQUE;6.0;5.0;CONTROL_MANUAL;;MEDIA;16844.0;INTERNADO;;FACEL;1272.0;2025-05-08;2025-06-19;PAN ECONOMATO;13849465-9;TAMARA ANDREA CIFUENTES  IGOR;227814.0;227814.0;227814.0;SI;13849465-9|1272|227814.0
PULLINQUE;6.0;5.0;CONTROL_MANUAL;;MEDIA;16844.0;GENERAL;;FACEL;217013.0;2025-05-08;2025-06-19;COMBUSTIBLE VEHICULOS;76693438-2;COMERCIAL Y SERVICIOS G Y G LTDA;61493.0;61493.0;61493.0;SI;76693438-2|217013|61493.0
PULLINQUE;6.0;5.0;CONTROL_MANUAL;;MEDIA;16844.0;GENERAL;;FACEL;217007.0;2025-05-08;2025-06-19;COMBUSTIBLE VEHICULOS;76693438-2;COMERCIAL Y SERVICIOS G Y G LTDA;59820.0;59820.0;59820.0;SI;76693438-2|217007|59820.0
PULLINQUE;1.0;5.0;CONTROL_MANUAL;;MEDIA;16844.0;GENERAL;;FACEL;51058258.0;2025-05-10;;SERVICIO MOVIL;96806980-2;ENTEL PCS TELECOMUNICACIONES  S.A.;351265.0;351265.0;351265.0;SI;96806980-2|51058258|351265.0
PULLINQUE;1.0;5.0;CONTROL_MANUAL;;MEDIA;16844.0;INTERNADO;;FACEL;96559308.0;2025-05-05;;ALIMENTACION INTERNADO;79984240-8;AGROSUPER  COMERCIAL LTDA;2976699.0;2976699.0;2976699.0;SI;79984240-8|96559308|2976699.0
PULLINQUE;7.0;5.0;CONTROL_MANUAL;;MEDIA;16844.0;GENERAL;;FACEL;218027.0;2025-05-20;2025-07-04;COMBUSTIBLE VEHICULOS;76693438-2;COMERCIAL Y SERVICIOS G Y G LTDA;285319.0;285319.0;285319.0;SI;76693438-2|218027|285319.0
PULLINQUE;5.0;5.0;CONTROL_MANUAL;;MEDIA;16844.0;MANTENCION;;FACEL;6554274.0;2025-05-16;2025-05-16;MANTENCION;96355000-6;ELECTROCOM S.A.;505398.0;505398.0;505398.0;SI;96355000-6|6554274|505398.0
PULLINQUE;7.0;5.0;CONTROL_MANUAL;;MEDIA;16844.0;GENERAL;;FACEL;452.0;2025-05-15;2025-07-04;EPP ECONOMATO;77261393-8;BNH INDUSTRIAL SUPPLIES SPA;42081.0;42081.0;42081.0;SI;77261393-8|452|42081.0
PULLINQUE;7.0;5.0;CONTROL_MANUAL;;MEDIA;16844.0;INTERNADO;;FACEL;451.0;2025-05-15;2025-07-04;EPP ECONOMATO;77261393-8;BNH INDUSTRIAL SUPPLIES SPA;94605.0;94605.0;94605.0;SI;77261393-8|451|94605.0
PULLINQUE;7.0;5.0;CONTROL_MANUAL;;MEDIA;16844.0;GENERAL;;FACEL;454.0;2025-05-22;2025-07-04;EPP FUNCIONARIOS PULLINQUE;77261393-8;BNH INDUSTRIAL SUPPLIES SPA;689010.0;689010.0;689010.0;SI;77261393-8|454|689010.0
PULLINQUE;7.0;5.0;CONTROL_MANUAL;;MEDIA;16844.0;GENERAL;;FACEL;450.0;2025-05-15;2025-07-04;EPP FUNCIONARIOS PULLINQUE;77261393-8;BNH INDUSTRIAL SUPPLIES SPA;42840.0;42840.0;42840.0;SI;77261393-8|450|42840.0
PULLINQUE;7.0;5.0;CONTROL_MANUAL;;MEDIA;16844.0;GENERAL;;FACEL;3778.0;2025-05-21;2025-07-04;SOPORTE Y ACTUALIZACION SISTEMA REMUNERACIONES;76745707-3;ABM INGENIERIA SPA;78341.0;78341.0;78341.0;SI;76745707-3|3778|78341.0
PULLINQUE;7.0;5.0;CONTROL_MANUAL;;MEDIA;16844.0;GENERAL;;FACEL;218291.0;2025-05-22;2025-07-04;COMBUSTIBLE VEHICULOS;76693438-2;COMERCIAL Y SERVICIOS G Y G LTDA;136010.0;136010.0;136010.0;SI;76693438-2|218291|136010.0
PULLINQUE;1.0;5.0;CONTROL_MANUAL;;MEDIA;16844.0;GENERAL;;FACEL;13989321.0;2025-05-22;;VALES DE GAS;91806000-6;ABASTIBLE S.A.;877712.0;877712.0;877712.0;SI;91806000-6|13989321|877712.0
PULLINQUE;6.0;5.0;CONTROL_MANUAL;40201.0;MEDIA;16844.0;SEP;;FACEL;3591.0;2025-05-23;2025-06-19;TIMBRES AUTOMATICOS Y TEXTOS CON LOGOS;76467512-6;PUBLICIDAD JOSE BENITO VARGAS VARAS EIRL;333200.0;333200.0;333200.0;SI;76467512-6|3591|333200.0
PULLINQUE;6.0;5.0;CONTROL_MANUAL;20502.0;MEDIA;16844.0;SEP;;FACEL;11.0;2025-05-22;2025-06-19;SERVICIO DE AMPLIFICACION ACTIVIDAD DIA DEL ALUMNO;77759591-1;PRODUCTORA DE EVENTOS EVELYN VERA EIRL;100000.0;100000.0;100000.0;SI;77759591-1|11|100000.0
PULLINQUE;6.0;1.0;CONTROL_MANUAL;;MEDIA;16844.0;INTERNADO;;FACEL;1082.0;2025-01-02;2025-06-19;ALIMENTACION INTERNADO;20315459-3;BRUNO ESTEBAN OLIVA MUÑOZ;631335.0;631335.0;631335.0;SI;20315459-3|1082|631335.0
PULLINQUE;7.0;5.0;CONTROL_MANUAL;;MEDIA;16844.0;INTERNADO;;FACEL;1081.0;2025-05-20;2025-07-04;ALIMENTACION INTERNADO;20315459-3;BRUNO ESTEBAN OLIVA MUÑOZ;337591.0;337591.0;337591.0;SI;20315459-3|1081|337591.0
PULLINQUE;7.0;5.0;CONTROL_MANUAL;;MEDIA;16844.0;INTERNADO;;FACEL;1080.0;2025-05-20;2025-07-04;ALIMENTACION INTERNADO;20315459-3;BRUNO ESTEBAN OLIVA MUÑOZ;23229.0;23229.0;23229.0;SI;20315459-3|1080|23229.0
PULLINQUE;7.0;5.0;CONTROL_MANUAL;;MEDIA;16844.0;INTERNADO;;FACEL;1079.0;2025-05-20;2025-07-04;ALIMENTACION INTERNADO;20315459-3;BRUNO ESTEBAN OLIVA MUÑOZ;567649.0;567649.0;567649.0;SI;20315459-3|1079|567649.0
PULLINQUE;7.0;5.0;CONTROL_MANUAL;;MEDIA;16844.0;MANTENCION;;FACEL;26.0;2025-05-26;2025-07-04;INSTALACION DE VIDRIOS LICEO PHP PULLINQUE;15266460-5;CRISTIAN ALBERTO LINAY MONDACA;257849.0;257849.0;257849.0;SI;15266460-5|26|257849.0
